model;kms;img;title;link;price;year;maker;cc;type
Dina Low Rider;219;http://mco-s1-p.mlstatic.com/harley-davidson-dina-low-rider-381611-MCO20576488199_022016-O.jpg;Harley Davidson Dina Low Rider;http://articulo.tumoto.com.co/MCO-420017175-harley-davidson-dina-low-rider-_JM; 65500000;2015;Harley Davidson;501 cc o más;Custom / Chopper
FORTY EIGHT 1200;14000;http://mco-s2-p.mlstatic.com/harley-davidson-forty-eight-1200-501-cc-o-mas-726911-MCO20661790865_042016-O.jpg;Harley Davidson Forty Eight 1200 501 Cc O Mas;http://articulo.tumoto.com.co/MCO-421705439-harley-davidson-forty-eight-1200-501-cc-o-mas-_JM; 40000000;2014;Harley Davidson;501 cc o más;Custom / Chopper
XL 883 SPORSTER 1997;20000;http://mco-s1-p.mlstatic.com/harley-davidson-1997-501-cc-o-mas-932321-MCO20731973486_052016-O.jpg;Harley Davidson 1997 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423277551-harley-davidson-1997-501-cc-o-mas-_JM; 26000000;1997;Harley Davidson;501 cc o más;Clásicas
Softail Springer;5792;http://mco-s1-p.mlstatic.com/harley-davidson-softail-springer-564211-MCO20516190037_122015-O.jpg;Harley Davidson Softail Springer;http://articulo.tumoto.com.co/MCO-419682742-harley-davidson-softail-springer-_JM; 70000000;2005;Harley Davidson;501 cc o más;Custom / Chopper
XL 883 SPORSTER;53920;http://mco-s1-p.mlstatic.com/harley-davidson-xl-sporster-657221-MLA20728762666_052016-O.jpg;Harley Davidson Xl Sporster;http://articulo.tumoto.com.co/MCO-422971240-harley-davidson-xl-sporster-_JM; 29990000;2007;Harley Davidson;501 cc o más;Custom / Chopper
XL1200N;7600;http://mco-s2-p.mlstatic.com/harley-davidson-xl1200n-501-cc-o-mas-203121-MCO20717095391_052016-O.jpg;Harley Davidson Xl1200n 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422978716-harley-davidson-xl1200n-501-cc-o-mas-_JM; 33000000;2012;Harley Davidson;501 cc o más;Custom / Chopper
Street 750;0;http://mco-s2-p.mlstatic.com/harley-davidson-street-750-898211-MCO20501380012_112015-O.jpg;Harley Davidson Street 750;http://articulo.tumoto.com.co/MCO-419682734-harley-davidson-street-750-_JM;US 14299;2016;Harley Davidson;501 cc o más;Custom / Chopper
Sportster;60;http://mco-s1-p.mlstatic.com/harley-davidson-sportster-501-cc-o-mas-826121-MCO20712668965_052016-O.jpg;Harley Davidson Sportster 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422926578-harley-davidson-sportster-501-cc-o-mas-_JM; 26000000;1991;Harley Davidson;501 cc o más;Custom / Chopper
Street 750;0;http://mco-s1-p.mlstatic.com/harley-davidson-street-750-850311-MCO20501380368_112015-O.jpg;Harley Davidson Street 750;http://articulo.tumoto.com.co/MCO-419682730-harley-davidson-street-750-_JM;US 13899;2016;Harley Davidson;501 cc o más;Custom / Chopper
V ROD 2003;7300;http://mco-s2-p.mlstatic.com/harley-davidson-v-rod-2003-501-cc-o-mas-602021-MCO20677086991_042016-O.jpg;Harley Davidson V Rod 2003 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422098696-harley-davidson-v-rod-2003-501-cc-o-mas-_JM; 39500000;2003;Harley Davidson;501 cc o más;Custom / Chopper
Forty Eigth;0;http://mco-s1-p.mlstatic.com/harley-davidson-fortyeigth-1200-311211-MCO20493794405_112015-O.jpg;Harley Davidson Fortyeigth 1200;http://articulo.tumoto.com.co/MCO-420705350-harley-davidson-fortyeigth-1200-_JM; 52000000;2015;Harley Davidson;501 cc o más;Custom / Chopper
Street Glid Especial;0;http://mco-s2-p.mlstatic.com/harley-davidson-street-glide-special-646211-MCO20501376713_112015-O.jpg;Harley Davidson Street Glide Special;http://articulo.tumoto.com.co/MCO-419682732-harley-davidson-street-glide-special-_JM;US 31999;2016;Harley Davidson;501 cc o más;Custom / Chopper
SPORTER883;650;http://mco-s2-p.mlstatic.com/harley-davidson-sporter883-314111-MCO20490199330_112015-O.jpg;Harley Davidson Sporter883;http://articulo.tumoto.com.co/MCO-419064393-harley-davidson-sporter883-_JM; 35990000;2015;Harley Davidson;501 cc o más;Custom / Chopper
Sportster 883 Iron;10500;http://mco-s1-p.mlstatic.com/harley-davidson-sportster-883-iron-501-cc-o-mas-870901-MCO20446044961_102015-O.jpg;Harley Davidson Sportster 883 Iron 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421704842-harley-davidson-sportster-883-iron-501-cc-o-mas-_JM; 31500000;2013;Harley Davidson;501 cc o más;Custom / Chopper
STREET BOB;4800;http://mco-s1-p.mlstatic.com/harley-davidson-street-bob-501-cc-o-mas-555811-MCO20637395136_032016-O.jpg;Harley Davidson Street Bob 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423424444-harley-davidson-street-bob-501-cc-o-mas-_JM; 59000000;2015;Harley Davidson;501 cc o más;Custom / Chopper
FLHPI;7200;http://mco-s1-p.mlstatic.com/harley-davidson-flhpi-501-cc-o-mas-762221-MCO20733813810_052016-O.jpg;Harley Davidson Flhpi 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423333601-harley-davidson-flhpi-501-cc-o-mas-_JM; 50000000;2002;Harley Davidson;501 cc o más;Custom / Chopper
Sportster Iron883;1700;http://mco-s2-p.mlstatic.com/harley-davidson-sportster-iron883-501-cc-o-mas-180321-MCO20731076305_052016-O.jpg;Harley Davidson Sportster Iron883 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423254587-harley-davidson-sportster-iron883-501-cc-o-mas-_JM; 37499000;2015;Harley Davidson;501 cc o más;Clásicas
SPORTSTER XL883N;26000;http://mco-s2-p.mlstatic.com/harley-davidson-xl883n-sand-cammo-denim-621021-MCO20687273944_042016-O.jpg;Harley Davidson Xl883n Sand Cammo Denim;http://articulo.tumoto.com.co/MCO-422496624-harley-davidson-xl883n-sand-cammo-denim-_JM; 32500000;2014;Harley Davidson;501 cc o más;Custom / Chopper
Heritage 1340;23500;http://mco-s2-p.mlstatic.com/harley-davidson-heritage-1340-501-cc-o-mas-833021-MCO20681172439_042016-O.jpg;Harley Davidson Heritage 1340 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422205864-harley-davidson-heritage-1340-501-cc-o-mas-_JM; 46500000;2003;Harley Davidson;501 cc o más;Custom / Chopper
Sporter XL 1200 R;9000;http://mco-s2-p.mlstatic.com/harleydavidson-sporter-xl-1200-r-509021-MCO20679611023_042016-O.jpg;Harleydavidson Sporter Xl 1200 R;http://articulo.tumoto.com.co/MCO-422159036-harleydavidson-sporter-xl-1200-r-_JM; 34000000;2006;Harley Davidson;501 cc o más;Custom / Chopper
Heritage Softail 1340;20277;http://mco-s1-p.mlstatic.com/harley-davidson-heritage-softail-1340-501-cc-o-mas-467121-MCO20704149068_052016-O.jpg;Harley Davidson Heritage Softail 1340 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422823444-harley-davidson-heritage-softail-1340-501-cc-o-mas-_JM; 35000000;1993;Harley Davidson;501 cc o más;Custom / Chopper
REGAL RAPTOR 350;28900;http://mco-s1-p.mlstatic.com/harley-davidson-251-cc-500-cc-2011-768511-MCO20577419312_022016-O.jpg;Harley Davidson 251 Cc - 500 Cc 2011;http://articulo.tumoto.com.co/MCO-421959373-harley-davidson-251-cc-500-cc-2011-_JM; 14800000;2011;Harley Davidson;251 cc - 500 cc;Custom / Chopper
2012;900;http://mco-s2-p.mlstatic.com/flstf-fat-boy-lo-1690-cc-458021-MCO20697867336_052016-O.jpg;Flstf Fat Boy Lo 1690 Cc;http://articulo.tumoto.com.co/MCO-423277499-flstf-fat-boy-lo-1690-cc-_JM; 67000000;2012;Harley Davidson;501 cc o más;Otros Tipos
ZMR KARIZMA;5;http://mco-s1-p.mlstatic.com/hero-zmr-karizma-126-cc-250-cc-565611-MCO20584793407_022016-O.jpg;Hero Zmr Karizma 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421943897-hero-zmr-karizma-126-cc-250-cc-_JM; 7200000;2015;Hero;126 cc - 250 cc;De Calle
Triller;3250;http://mco-s1-p.mlstatic.com/hero-triller-126-cc-250-cc-267221-MCO20739093739_052016-O.jpg;Hero Triller 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423477284-hero-triller-126-cc-250-cc-_JM; 4500000;2015;Hero;126 cc - 250 cc;De Calle
HERO KARIZMA MODELO 2015;5500;http://mco-s2-p.mlstatic.com/hero-karizma-modelo-2015-731321-MCO20740184554_052016-O.jpg;Hero Karizma Modelo 2015;http://articulo.tumoto.com.co/MCO-423512784-hero-karizma-modelo-2015-_JM; 6990000;2015;Hero;126 cc - 250 cc;De Calle
THRILLER;0;http://mco-s1-p.mlstatic.com/thriller-150-cc-413121-MLA20701816385_052016-O.jpg;Thriller 150 C.c.;http://articulo.tumoto.com.co/MCO-422798500-thriller-150-cc-_JM; 5090000;2016;Hero;126 cc - 250 cc;De Calle
Súper Splendor;0;http://mco-s1-p.mlstatic.com/hero-super-splendor-125-cc-971121-MCO20701803040_052016-O.jpg;Hero Súper Splendor 125 C.c.;http://articulo.tumoto.com.co/MCO-422798698-hero-super-splendor-125-cc-_JM; 3850000;2016;Hero;051 cc - 125 cc;De Calle
THRILLER SPORT;0;http://mco-s2-p.mlstatic.com/hero-thriller-sport-150-cc-274121-MLA20701824580_052016-O.jpg;Hero Thriller Sport 150 C.c.;http://articulo.tumoto.com.co/MCO-422795294-hero-thriller-sport-150-cc-_JM; 5450000;2016;Hero;126 cc - 250 cc;De Calle
SPLENDOR;0;http://mco-s1-p.mlstatic.com/hero-splendor-100-cc-342101-MCO20273695201_042015-O.jpg;Hero Splendor 100 C.c;http://articulo.tumoto.com.co/MCO-419857756-hero-splendor-100-cc-_JM; 3690000;2016;Hero;051 cc - 125 cc;De Calle
thriller;6500;http://mco-s2-p.mlstatic.com/hero-thriller-126-cc-250-cc-108911-MCO20677187666_042016-O.jpg;Hero Thriller 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422102953-hero-thriller-126-cc-250-cc-_JM; 4300000;2015;Hero;126 cc - 250 cc;De Calle
ZMR;0;http://mco-s1-p.mlstatic.com/hero-zmr-225-cc-619511-MCO20589770266_022016-O.jpg;Hero Zmr 225 C.c;http://articulo.tumoto.com.co/MCO-419857753-hero-zmr-225-cc-_JM; 7550000;2016;Hero;126 cc - 250 cc;De Calle
GLAMOUR;0;http://mco-s1-p.mlstatic.com/hero-glamour-051-cc-125-cc-938001-MCO20257349293_032015-O.jpg;Hero Glamour 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-418627594-hero-glamour-051-cc-125-cc-_JM; 4390000;2016;Hero;051 cc - 125 cc;De Calle
GLAMOUR;0;http://mco-s1-p.mlstatic.com/hero-glamour-051-cc-125-cc-890001-MCO20257352586_032015-O.jpg;Hero Glamour 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-418627591-hero-glamour-051-cc-125-cc-_JM; 4390000;2016;Hero;051 cc - 125 cc;De Calle
SPLENDOR ISMART;0;http://mco-s2-p.mlstatic.com/hero-splendor-ismart-100-cc-904001-MCO20261118391_032015-O.jpg;Hero Splendor Ismart 100 Cc;http://articulo.tumoto.com.co/MCO-420701475-hero-splendor-ismart-100-cc-_JM; 3790000;2016;Hero;051 cc - 125 cc;De Calle
GLAMOUR;0;http://mco-s1-p.mlstatic.com/hero-glamour-125-cc-411001-MCO20261113437_032015-O.jpg;Hero Glamour 125 Cc;http://articulo.tumoto.com.co/MCO-420701487-hero-glamour-125-cc-_JM; 4390000;2016;Hero;051 cc - 125 cc;De Calle
Thriller;0;http://mco-s1-p.mlstatic.com/hero-thriller-150-cc-500101-MCO20261116504_032015-O.jpg;Hero Thriller 150 Cc;http://articulo.tumoto.com.co/MCO-420701485-hero-thriller-150-cc-_JM; 5090000;2016;Hero;126 cc - 250 cc;De Calle
TRHILLER;0;http://mco-s2-p.mlstatic.com/hero-trhiller-150-cc-544121-MCO20725347888_052016-O.jpg;Hero Trhiller 150 C.c;http://articulo.tumoto.com.co/MCO-419857747-hero-trhiller-150-cc-_JM; 4950000;2016;Hero;126 cc - 250 cc;De Calle
SPLENDOR ISMART;0;http://mco-s2-p.mlstatic.com/hero-splendor-ismart-051-cc-125-cc-740101-MCO20257305654_032015-O.jpg;Hero Splendor Ismart 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-418627597-hero-splendor-ismart-051-cc-125-cc-_JM; 3690000;2016;Hero;051 cc - 125 cc;De Calle
ECO DELUXE;0;http://mco-s2-p.mlstatic.com/hero-eco-deluxe-100-cc-647001-MCO20264149860_032015-O.jpg;Hero Eco Deluxe 100 C.c;http://articulo.tumoto.com.co/MCO-419857752-hero-eco-deluxe-100-cc-_JM; 3290000;2016;Hero;051 cc - 125 cc;De Calle
KARIZMA ZMR;0;http://mco-s1-p.mlstatic.com/hero-karizma-zmr-225-cc-990101-MCO20261118020_032015-O.jpg;Hero Karizma Zmr 225 Cc;http://articulo.tumoto.com.co/MCO-420701486-hero-karizma-zmr-225-cc-_JM; 7550000;2016;Hero;126 cc - 250 cc;De Calle
KARIZMA ZMR;0;http://mco-s2-p.mlstatic.com/hero-karizma-zmr-126-cc-250-cc-574001-MCO20257293515_032015-O.jpg;Hero Karizma Zmr 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-418627596-hero-karizma-zmr-126-cc-250-cc-_JM; 7850000;2016;Hero;126 cc - 250 cc;De Calle
ECO DELUXE ;0;http://mco-s1-p.mlstatic.com/hero-eco-deluxe-051-cc-125-cc-463001-MCO20259120312_032015-O.jpg;Hero Eco Deluxe 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-418627595-hero-eco-deluxe-051-cc-125-cc-_JM; 3290000;2016;Hero;051 cc - 125 cc;De Calle
KARIZMA ZMR;0;http://mco-s2-p.mlstatic.com/hero-karizma-zmr-126-cc-250-cc-431001-MCO20257308716_032015-O.jpg;Hero Karizma Zmr 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-418627593-hero-karizma-zmr-126-cc-250-cc-_JM; 7850000;2016;Hero;126 cc - 250 cc;De Calle
ECO DELUXE;0;http://mco-s1-p.mlstatic.com/hero-eco-deluxe-100-cc-565001-MCO20261112508_032015-O.jpg;Hero Eco Deluxe 100 Cc;http://articulo.tumoto.com.co/MCO-420701484-hero-eco-deluxe-100-cc-_JM; 3290000;2016;Hero;051 cc - 125 cc;De Calle
SM 450cc;260;http://mco-s1-p.mlstatic.com/husqvarna-sm-450cc-251-cc-500-cc-224221-MCO20731065191_052016-O.jpg;Husqvarna Sm 450cc 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-423254250-husqvarna-sm-450cc-251-cc-500-cc-_JM; 18800000;2010;Husqvarna;251 cc - 500 cc;Enduro, Cross y Trial
FS 450;40;http://mco-s1-p.mlstatic.com/husqvarna-fs-450-251-cc-500-cc-945011-MCO20460368224_102015-O.jpg;Husqvarna Fs 450 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-422535843-husqvarna-fs-450-251-cc-500-cc-_JM; 36000000;2015;Husqvarna;251 cc - 500 cc;Enduro, Cross y Trial
HUSABERG 570;0;http://mco-s1-p.mlstatic.com/husqvarna-husaberg-570-501-cc-o-mas-771121-MCO20712352999_052016-O.jpg;Husqvarna Husaberg 570 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422920795-husqvarna-husaberg-570-501-cc-o-mas-_JM; 32500000;2012;Husqvarna;501 cc o más;Enduro, Cross y Trial
2012;12300;http://mco-s1-p.mlstatic.com/hyunsung-250-i-759611-MLA20612588615_032016-O.jpg;Hyunsung 250 I;http://articulo.tumoto.com.co/MCO-422691823-hyunsung-250-i-_JM; 9000000;2012;Hyusung;126 cc - 250 cc;Deportivas / Naked
v2s 650 naked;35000;http://mco-s2-p.mlstatic.com/hyosung-v2s-650-naked-860321-MCO20733302454_052016-O.jpg;Hyosung V2s 650 Naked;http://articulo.tumoto.com.co/MCO-423318371-hyosung-v2s-650-naked-_JM; 9300000;2008;Hyusung;501 cc o más;Deportivas / Naked
INOCENTI;100;http://mco-s2-p.mlstatic.com/lambretta-inocenti-126-cc-250-cc-609911-MCO20654770948_042016-O.jpg;Lambretta Inocenti 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422656050-lambretta-inocenti-126-cc-250-cc-_JM; 15000000;1963;Lambretta;126 cc - 250 cc;Cl?sicas
Lambretta 150 c.c.;1000;http://mco-s2-p.mlstatic.com/lambretta-lambretta-150-cc-126-cc-250-cc-300801-MCO20414585197_092015-O.jpg;Lambretta Lambretta 150 C.c. 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423134362-lambretta-lambretta-150-cc-126-cc-250-cc-_JM; 9000000;1974;Lambretta;126 cc - 250 cc;Clásicas
LI;100000;http://mco-s2-p.mlstatic.com/lambretta-125-cc-250-cc-1964-14783-MCOTUM_24232583_0-O.jpg;Lambretta 125 Cc - 250 Cc 1964;http://articulo.tumoto.com.co/MCO-422014739-lambretta-125-cc-250-cc-1964-_JM; 12000000;1964;Otras Marcas;125 cc - 250 cc;Clásicas
Inocenti 1963;15;http://mco-s1-p.mlstatic.com/lambretta-inocenti-1963-126-cc-250-cc-727211-MCO20509126017_122015-O.jpg;Lambretta Inocenti 1963 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421811850-lambretta-inocenti-1963-126-cc-250-cc-_JM; 5000000;1973;Lambretta;126 cc - 250 cc;Clásicas
T-Rex II;40000;http://mco-s2-p.mlstatic.com/lifan-t-rex-ii-126-cc-250-cc-876511-MCO20576141912_022016-O.jpg;Lifan T-rex Ii 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421657223-lifan-t-rex-ii-126-cc-250-cc-_JM; 4000000;2011;Lifan;126 cc - 250 cc;Custom / Chopper
LIFAN X-PLORE 200Y;0;http://mco-s1-p.mlstatic.com/lifan-x-plore-200y-319511-MLA20591010604_022016-O.jpg;Lifan X-plore 200y;http://articulo.tumoto.com.co/MCO-423124591-lifan-x-plore-200y-_JM; 4500000;2015;Lifan;126 cc - 250 cc;De Calle
MP3 YOURBAN;4900;http://mco-s2-p.mlstatic.com/piaggio-mp3-yourban-251-cc-500-cc-893111-MCO20492902475_112015-O.jpg;Piaggio Mp3 Yourban 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-423387583-piaggio-mp3-yourban-251-cc-500-cc-_JM; 22000000;2015;Piaggio;251 cc - 500 cc;Scooters y Ciclomotores
PX150;100;http://mco-s1-p.mlstatic.com/piaggio-px150-126-cc-250-cc-746011-MCO20456313002_102015-O.jpg;Piaggio Px150 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422246265-piaggio-px150-126-cc-250-cc-_JM; 9500000;1999;Piaggio;126 cc - 250 cc;Scooters y Ciclomotores
THYPOON;6300;http://mco-s1-p.mlstatic.com/piaggio-thypoon-051-cc-125-cc-723221-MCO20736006504_052016-O.jpg;Piaggio Thypoon 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-423393532-piaggio-thypoon-051-cc-125-cc-_JM; 5500000;2015;Piaggio;051 cc - 125 cc;Scooters y Ciclomotores
Yourban 300;7100;http://mco-s1-p.mlstatic.com/piaggio-2012-251-cc-500-cc-416501-MCO20360610064_072015-O.jpg;Piaggio 2012 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-423496389-piaggio-2012-251-cc-500-cc-_JM; 16000000;2012;Piaggio;251 cc - 500 cc;Scooters y Ciclomotores
VESPA;1000;http://img1.mlstatic.com/piaggio-125-cc-250-cc-1995_MCO-O-TUM_24297990_0.jpg;Piaggio 125 Cc - 250 Cc 1995;http://articulo.tumoto.com.co/MCO-24302491-piaggio-125-cc-250-cc-1995-_JM; 6900000;1995;Piaggio;125 cc - 250 cc;Scooters y Ciclomotores
GS 160;8700;http://mco-s1-p.mlstatic.com/piaggio-vespa-gs-160-126-cc-250-cc-18098-MCO20149672316_082014-O.jpg;Piaggio Vespa Gs 160 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423473412-piaggio-vespa-gs-160-126-cc-250-cc-_JM; 13000000;1976;Piaggio Vespa;125 cc - 250 cc;Scooters y Ciclomotores
LX-150;1400;http://mco-s2-p.mlstatic.com/piaggio-vespa-lx-150-126-cc-250-cc-698511-MCO20578675413_022016-O.jpg;Piaggio Vespa Lx-150 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421740006-piaggio-vespa-lx-150-126-cc-250-cc-_JM; 14000000;2014;Piaggio Vespa;126 cc - 250 cc;Scooters y Ciclomotores
PRIMAVERA;14400;http://mco-s1-p.mlstatic.com/piaggio-vespa-primavera-126-cc-250-cc-485121-MCO20703675126_052016-O.jpg;Piaggio Vespa Primavera 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422816250-piaggio-vespa-primavera-126-cc-250-cc-_JM; 11500000;2015;Piaggio Vespa;126 cc - 250 cc;Scooters y Ciclomotores
PX 150;48199;http://mco-s1-p.mlstatic.com/piaggio-vespa-px-150-126-cc-250-cc-287221-MCO20739153837_052016-O.jpg;Piaggio Vespa Px 150 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423478537-piaggio-vespa-px-150-126-cc-250-cc-_JM; 5000000;1994;Piaggio Vespa;126 cc - 250 cc;Scooters y Ciclomotores
Sprint;0;http://mco-s1-p.mlstatic.com/vespa-sprint-961801-MCO20398521342_082015-O.jpg;Vespa Sprint;http://articulo.tumoto.com.co/MCO-420011793-vespa-sprint-_JM; 14990000;2016;Piaggio Vespa;051 cc - 125 cc;Scooters y Ciclomotores
Vespa;7500;http://mco-s2-p.mlstatic.com/vespa-retro-como-nueva-433221-MCO20728928037_052016-O.jpg;Vespa Retro Como Nueva;http://articulo.tumoto.com.co/MCO-422930302-vespa-retro-como-nueva-_JM; 12400000;2014;Piaggio Vespa;051 cc - 125 cc;Scooters y Ciclomotores
Sprint;0;http://mco-s2-p.mlstatic.com/vespa-sprint-145801-MCO20398527079_082015-O.jpg;Vespa Sprint;http://articulo.tumoto.com.co/MCO-420011796-vespa-sprint-_JM; 14990000;2016;Piaggio Vespa;051 cc - 125 cc;Scooters y Ciclomotores
Vespa PX150;000;http://mco-s1-p.mlstatic.com/vespa-px150-italiana-restaurada-206121-MCO20704858680_052016-O.jpg;Vespa Px150 Italiana Restaurada;http://articulo.tumoto.com.co/MCO-422834351-vespa-px150-italiana-restaurada-_JM; 4500000;1996;Piaggio Vespa;126 cc - 250 cc;Scooters y Ciclomotores
2014;5000;http://mco-s1-p.mlstatic.com/moto-vespa-gts-super-300-excelente-estado-510221-MLA20725386795_052016-O.jpg;Moto Vespa Gts Super 300 - Excelente Estado;http://articulo.tumoto.com.co/MCO-422214629-moto-vespa-gts-super-300-excelente-estado-_JM; 15600000;2015;Piaggio Vespa;251 cc - 500 cc;Scooters y Ciclomotores
ranger crew 900 ;15;http://mco-s1-p.mlstatic.com/polaris-ranger-crew-900-501-cc-o-mas-881711-MCO20601174017_022016-O.jpg;Polaris Ranger Crew 900 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422455489-polaris-ranger-crew-900-501-cc-o-mas-_JM; 80000000;2014;Polaris;501 cc o más;Cuatriciclos y Triciclos
RANGER RZR 4;280;http://mco-s1-p.mlstatic.com/polaris-rzr-995021-MCO20679065958_042016-O.jpg;Polaris Rzr;http://articulo.tumoto.com.co/MCO-422149196-polaris-rzr-_JM; 52000000;2012;Polaris;501 cc o más;Cuatriciclos y Triciclos
POLARIS-scrambler 1000 2015;20;http://mco-s2-p.mlstatic.com/polaris-polaris-scrambler-1000-2015-501-cc-o-mas-168911-MCO20667201217_042016-O.jpg;Polaris Polaris-scrambler 1000 2015 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421824136-polaris-polaris-scrambler-1000-2015-501-cc-o-mas-_JM; 50000000;2015;Polaris;501 cc o más;Cuatriciclos y Triciclos
Scrambler;70;http://mco-s2-p.mlstatic.com/polaris-scrambler-501-cc-o-mas-713811-MCO20635102179_032016-O.jpg;Polaris Scrambler 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423132721-polaris-scrambler-501-cc-o-mas-_JM; 32900000;2013;Polaris;501 cc o más;Cuatriciclos y Triciclos
2014;20;http://mco-s2-p.mlstatic.com/cuatrimoto-polaris-781111-MLA20498819134_112015-O.jpg;Cuatrimoto Polaris;http://articulo.tumoto.com.co/MCO-421498891-cuatrimoto-polaris-_JM; 20900000;2014;Polaris;126 cc - 250 cc;Cuatriciclos y Triciclos
Polaris RZR170;100;http://mco-s2-p.mlstatic.com/polaris-126-cc-250-cc-2014-198511-MCO20593405597_022016-O.jpg;Polaris 126 Cc - 250 Cc 2014;http://articulo.tumoto.com.co/MCO-422105452-polaris-126-cc-250-cc-2014-_JM; 18500000;2014;Polaris;126 cc - 250 cc;Cuatriciclos y Triciclos
RZR 900;460;http://mco-s2-p.mlstatic.com/polaris-900-374911-MCO20655398526_042016-O.jpg;Polaris 900;http://articulo.tumoto.com.co/MCO-421969522-polaris-900-_JM; 45000000;2011;Polaris;501 cc o más;Cuatriciclos y Triciclos
RZR 900 AT 4x4;50;http://mco-s1-p.mlstatic.com/polaris-rzr-900-at-4x4-501-cc-o-mas-724021-MCO20698132522_052016-O.jpg;Polaris Rzr 900 At 4x4 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422742511-polaris-rzr-900-at-4x4-501-cc-o-mas-_JM; 65000000;2015;Polaris;501 cc o más;Cuatriciclos y Triciclos
RZR 170;20;http://mco-s1-p.mlstatic.com/polaris-rzr-170-126-cc-250-cc-707411-MCO20566497278_012016-O.jpg;Polaris Rzr 170 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421811959-polaris-rzr-170-126-cc-250-cc-_JM; 20000000;2013;Polaris;126 cc - 250 cc;Cuatriciclos y Triciclos
RAPTOR 250cc;1000;http://mco-s2-p.mlstatic.com/yamaha-raptor-250cc-247121-MCO20724548200_052016-O.jpg;Yamaha Raptor 250cc;http://articulo.tumoto.com.co/MCO-423132604-yamaha-raptor-250cc-_JM; 9000000;2009;Raptor;126 cc - 250 cc;Cuatriciclos y Triciclos
Daytona;15600;http://mco-s2-p.mlstatic.com/regal-raptor-daytona-251-cc-500-cc-145221-MCO20730448114_052016-O.jpg;Regal Raptor Daytona 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-423245389-regal-raptor-daytona-251-cc-500-cc-_JM; 9900000;2012;Regal Raptor;251 cc - 500 cc;Custom / Chopper
2015;6400;http://mco-s1-p.mlstatic.com/royal-enfiel-classic-500cc-black-asiento-bobber-clasico-375221-MCO20741821908_052016-O.jpg;Royal Enfiel Classic 500cc Black - Asiento Bobber Clásico;http://articulo.tumoto.com.co/MCO-423567691-royal-enfiel-classic-500cc-black-asiento-bobber-clasico-_JM; 12500000;2015;Royal Enfield;251 cc - 500 cc;Clásicas
BULLET 500 CLASSIC;9500;http://mco-s1-p.mlstatic.com/royal-enfield-bullet-500-classic-766021-MCO20679985629_042016-O.jpg;Royal Enfield - Bullet 500 Classic;http://articulo.tumoto.com.co/MCO-422179248-royal-enfield-bullet-500-classic-_JM; 11900000;2013;Royal Enfield;251 cc - 500 cc;Clásicas
CLASSIC 500;1320;http://mco-s2-p.mlstatic.com/royal-enfield-classic-500-501-cc-o-mas-250911-MCO20670711734_042016-O.jpg;Royal Enfield Classic 500 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421960823-royal-enfield-classic-500-501-cc-o-mas-_JM; 12300000;2016;Royal Enfield;501 cc o más;Clásicas
